,Duration,Start Time,Profile Name,Country,Bookmark,Latest Bookmark,Supplemental Video Type,Attributes,Device Type,Title,dia_da_semana,mes_do_ano,morning,afternoon,night,dawn
252,0 days 00:10:10,2025-12-30 22:42:48+00:00,Jose,BR (Brazil),00:22:09,00:22:09,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,The Rising of the Shield Hero: Temporada 2: Labirinto infinito (episódio 7),1,12,,,0 days 00:10:10,
254,0 days 00:00:06,2025-12-30 22:42:09+00:00,Jose,BR (Brazil),00:04:09,00:04:09,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,One-Punch Man: Temporada 3: Bagunça de heróis (episódio 30),1,12,,,0 days 00:00:06,
255,0 days 00:02:27,2025-12-30 22:38:47+00:00,Jose,BR (Brazil),00:04:05,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,One-Punch Man: Temporada 3: Bagunça de heróis (episódio 30),1,12,,,0 days 00:02:27,
256,0 days 00:22:26,2025-12-30 22:15:15+00:00,Jose,BR (Brazil),00:22:32,00:22:32,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,One-Punch Man: Temporada 3: Rei dos Monstros (episódio 29),1,12,,,0 days 00:22:26,
257,0 days 00:20:54,2025-12-30 21:54:17+00:00,Jose,BR (Brazil),00:22:32,00:22:32,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,One-Punch Man: Temporada 3: Sinal para contra-atacar (episódio 28),1,12,,,0 days 00:20:54,
258,0 days 00:20:39,2025-12-30 21:33:36+00:00,Jose,BR (Brazil),00:22:33,00:22:33,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,One-Punch Man: Temporada 3: Limites do organismo (episódio 27),1,12,,,0 days 00:20:39,
260,0 days 00:01:41,2025-12-30 21:17:51+00:00,Jose,BR (Brazil),00:01:58,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,One-Punch Man: Temporada 3: Limites do organismo (episódio 27),1,12,,,0 days 00:01:41,
261,0 days 00:22:26,2025-12-30 20:55:22+00:00,Jose,BR (Brazil),00:24:01,00:24:01,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,One-Punch Man: Temporada 3: TRAÇOS DE MONSTRO (episódio 26),1,12,,,0 days 00:22:26,
262,0 days 00:01:24,2025-12-30 20:52:34+00:00,Jose,BR (Brazil),00:00:00,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,One-Punch Man: Temporada 3: Limites do organismo (episódio 27),1,12,,,0 days 00:01:24,
264,0 days 00:30:41,2025-12-30 20:18:44+00:00,Jose,BR (Brazil),00:34:03,00:34:03,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Luther: O Cair da Noite,1,12,,,0 days 00:30:41,
265,0 days 00:04:40,2025-12-30 20:14:01+00:00,Jose,BR (Brazil),00:04:45,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Luther: O Cair da Noite,1,12,,,0 days 00:04:40,
268,0 days 00:40:35,2025-12-29 23:25:49+00:00,Anas,BR (Brazil),01:32:58,01:32:58,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Trocados,0,12,,,0 days 00:40:35,
275,0 days 00:26:37,2025-12-29 00:26:07+00:00,Anas,BR (Brazil),00:32:10,00:32:10,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sintonia de Natal,0,12,,,,0 days 00:26:37
277,0 days 00:05:36,2025-12-29 00:20:00+00:00,Anas,BR (Brazil),00:05:36,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sintonia de Natal,0,12,,,,0 days 00:05:36
279,0 days 00:08:32,2025-12-29 00:10:17+00:00,Anas,BR (Brazil),00:08:33,00:08:33,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Encomenda para o Natal,0,12,,,,0 days 00:08:32
293,0 days 00:11:34,2025-12-28 23:51:46+00:00,Anas,BR (Brazil),00:11:35,00:11:35,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Adoráveis mulheres,6,12,,,0 days 00:11:34,
297,0 days 00:02:50,2025-12-28 23:45:44+00:00,Anas,BR (Brazil),00:02:50,00:02:50,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Tudo Bem No Natal Que Vem,6,12,,,0 days 00:02:50,
299,0 days 01:00:28,2025-12-28 00:04:36+00:00,Anas,BR (Brazil),01:00:39,01:00:39,,,Netflix Opera Other,Stranger Things: Stranger Things 5: Capítulo sete: A ponte (episódio 7),6,12,,,,0 days 01:00:28
300,0 days 00:10:05,2025-12-27 23:54:30+00:00,Anas,BR (Brazil),01:10:15,01:10:15,,,Netflix Opera Other,Stranger Things: Stranger Things 5: Capítulo seis: A fuga de Camazotz (episódio 6),5,12,,,0 days 00:10:05,
303,0 days 00:00:04,2025-12-27 23:53:46+00:00,Anas,BR (Brazil),00:01:17,00:01:17,,,Netflix Opera Other,Stranger Things:  1: Capítulo um: O desaparecimento de Will Byers (episódio 1),5,12,,,0 days 00:00:04,
304,0 days 00:20:07,2025-12-27 23:26:53+00:00,Anas,BR (Brazil),01:00:10,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Stranger Things: Stranger Things 5: Capítulo seis: A fuga de Camazotz (episódio 6),5,12,,,0 days 00:20:07,
305,0 days 00:32:24,2025-12-27 21:22:15+00:00,Léo,BR (Brazil),01:00:35,01:00:35,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things: Stranger Things 5: Capítulo sete: A ponte (episódio 7),5,12,,,0 days 00:32:24,
306,0 days 00:39:55,2025-12-27 19:53:57+00:00,Anas,BR (Brazil),00:40:04,Not latest view,,Autoplayed: user action: None; ,Samsung 2017 Kant-M UHD TV Smart TV,Stranger Things: Stranger Things 5: Capítulo seis: A fuga de Camazotz (episódio 6),5,12,,,0 days 00:39:55,
307,0 days 00:35:18,2025-12-27 19:48:31+00:00,Léo,BR (Brazil),00:32:20,Not latest view,,,Firefox PC (Cadmium),Stranger Things: Stranger Things 5: Capítulo sete: A ponte (episódio 7),5,12,,,0 days 00:35:18,
308,0 days 00:36:51,2025-12-27 18:54:16+00:00,Anas,BR (Brazil),01:02:34,01:02:34,,,Samsung 2017 Kant-M UHD TV Smart TV,Stranger Things: Stranger Things 5: Capítulo cinco: Tratamento de choque (episódio 5),5,12,,,0 days 00:36:51,
309,0 days 00:53:07,2025-12-27 18:45:51+00:00,Léo,BR (Brazil),01:15:30,01:15:30,,,Firefox PC (Cadmium),Stranger Things: Stranger Things 5: Capítulo seis: A fuga de Camazotz (episódio 6),5,12,,,0 days 00:53:07,
310,0 days 00:25:48,2025-12-27 18:22:19+00:00,Anas,BR (Brazil),00:25:48,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Stranger Things: Stranger Things 5: Capítulo cinco: Tratamento de choque (episódio 5),5,12,,,0 days 00:25:48,
311,0 days 00:26:18,2025-12-27 17:53:24+00:00,Anas,BR (Brazil),00:26:23,00:26:23,,,Samsung 2017 Kant-M UHD TV Smart TV,Eu Odeio Natal: Temporada 2: Trenó do Papai Noel (episódio 6),5,12,,0 days 00:26:18,,
312,0 days 00:26:56,2025-12-27 17:26:09+00:00,Anas,BR (Brazil),00:27:01,00:27:01,,,Samsung 2017 Kant-M UHD TV Smart TV,Eu Odeio Natal: Temporada 2: Um coração guardado (episódio 5),5,12,,0 days 00:26:56,,
313,0 days 00:22:20,2025-12-27 17:13:27+00:00,Léo,BR (Brazil),00:21:34,Not latest view,,,Firefox PC (Cadmium),Stranger Things: Stranger Things 5: Capítulo seis: A fuga de Camazotz (episódio 6),5,12,,0 days 00:22:20,,
315,0 days 00:33:25,2025-12-27 16:52:25+00:00,Anas,BR (Brazil),00:33:30,00:33:30,,,Samsung 2017 Kant-M UHD TV Smart TV,Eu Odeio Natal: Temporada 2: Para cima e adiante (episódio 4),5,12,,0 days 00:33:25,,
316,0 days 00:16:43,2025-12-27 16:35:37+00:00,Anas,BR (Brazil),00:31:43,00:31:43,,,Samsung 2017 Kant-M UHD TV Smart TV,Eu Odeio Natal: Temporada 2: Todo mundo menos eu (episódio 3),5,12,,0 days 00:16:43,,
317,0 days 00:00:02,2025-12-27 03:36:29+00:00,Léo,BR (Brazil),00:01:28,Not latest view,,,Firefox PC (Cadmium),Stranger Things: Stranger Things 5: Capítulo seis: A fuga de Camazotz (episódio 6),5,12,,,,0 days 00:00:02
318,0 days 00:00:01,2025-12-27 03:36:15+00:00,Léo,BR (Brazil),00:00:01,Not latest view,,,Firefox PC (Cadmium),Stranger Things: Stranger Things 5: Capítulo sete: A ponte (episódio 7),5,12,,,,0 days 00:00:01
319,0 days 00:01:46,2025-12-27 03:19:35+00:00,Léo,BR (Brazil),00:01:26,Not latest view,,,Firefox PC (Cadmium),Stranger Things: Stranger Things 5: Capítulo seis: A fuga de Camazotz (episódio 6),5,12,,,,0 days 00:01:46
320,0 days 00:21:42,2025-12-26 16:34:33+00:00,Anas,BR (Brazil),00:21:20,00:21:20,,,Samsung 2017 Kant-M UHD TV Smart TV,Um Amor Feito de Neve,4,12,,0 days 00:21:42,,
322,0 days 00:00:11,2025-12-26 16:32:36+00:00,Anas,BR (Brazil),01:30:26,01:30:26,,,Samsung 2017 Kant-M UHD TV Smart TV,Natal com Você,4,12,,0 days 00:00:11,,
326,0 days 00:15:17,2025-12-26 16:08:46+00:00,Anas,BR (Brazil),01:27:05,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Natal com Você,4,12,,0 days 00:15:17,,
327,0 days 00:21:29,2025-12-26 06:03:20+00:00,Léo,BR (Brazil),01:02:26,01:02:26,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things: Stranger Things 5: Capítulo cinco: Tratamento de choque (episódio 5),4,12,0 days 00:21:29,,,
328,0 days 00:02:28,2025-12-26 06:00:42+00:00,Léo,BR (Brazil),00:41:49,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things: Stranger Things 5: Capítulo cinco: Tratamento de choque (episódio 5),4,12,0 days 00:02:28,,,
329,0 days 00:41:02,2025-12-26 04:56:19+00:00,Léo,BR (Brazil),00:39:24,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things: Stranger Things 5: Capítulo cinco: Tratamento de choque (episódio 5),4,12,,,,0 days 00:41:02
330,0 days 00:00:06,2025-12-26 04:40:24+00:00,Léo,BR (Brazil),00:00:06,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things: Stranger Things 5: Capítulo cinco: Tratamento de choque (episódio 5),4,12,,,,0 days 00:00:06
331,0 days 00:00:01,2025-12-26 04:38:54+00:00,Léo,BR (Brazil),00:00:02,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things: Stranger Things 5: Capítulo cinco: Tratamento de choque (episódio 5),4,12,,,,0 days 00:00:01
332,0 days 00:00:31,2025-12-26 04:29:20+00:00,Léo,BR (Brazil),00:00:02,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things: Stranger Things 5: Capítulo cinco: Tratamento de choque (episódio 5),4,12,,,,0 days 00:00:31
333,0 days 01:11:50,2025-12-26 00:13:42+00:00,Anas,BR (Brazil),01:11:50,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Natal com Você,4,12,,,,0 days 01:11:50
334,0 days 00:00:50,2025-12-26 00:12:02+00:00,Anas,BR (Brazil),00:00:50,00:00:50,,,Samsung 2017 Kant-M UHD TV Smart TV,Reforma com Romance,4,12,,,,0 days 00:00:50
335,0 days 00:00:05,2025-12-26 00:00:32+00:00,Jose,BR (Brazil),00:00:05,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Luther: O Cair da Noite,4,12,,,,0 days 00:00:05
336,0 days 00:10:02,2025-12-25 23:50:01+00:00,Jose,BR (Brazil),00:10:02,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Luther: O Cair da Noite,3,12,,,0 days 00:10:02,
337,0 days 00:00:05,2025-12-25 23:48:11+00:00,Jose,BR (Brazil),00:00:05,00:00:05,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,A Mulher na Cabine 10,3,12,,,0 days 00:00:05,
338,0 days 00:01:31,2025-12-25 23:46:12+00:00,Jose,BR (Brazil),00:58:24,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,A Mulher na Cabine 10,3,12,,,0 days 00:01:31,
339,0 days 00:13:40,2025-12-25 23:28:33+00:00,Jose,BR (Brazil),00:13:40,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,A Mulher na Cabine 10,3,12,,,0 days 00:13:40,
340,0 days 00:02:37,2025-12-25 23:22:45+00:00,Jose,BR (Brazil),00:02:37,00:02:37,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,The Killer,3,12,,,0 days 00:02:37,
342,0 days 00:00:04,2025-12-25 23:19:34+00:00,Jose,BR (Brazil),00:00:04,00:00:04,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Parasita,3,12,,,0 days 00:00:04,
343,0 days 00:06:00,2025-12-25 23:13:26+00:00,Jose,BR (Brazil),00:07:58,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Parasita,3,12,,,0 days 00:06:00,
344,0 days 00:28:00,2025-12-25 22:59:25+00:00,Anas,BR (Brazil),00:28:03,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Beijo Explosivo: Minissérie: Beijo Explosivo (episódio 14),3,12,,,0 days 00:28:00,
345,0 days 00:02:00,2025-12-25 22:51:05+00:00,Jose,BR (Brazil),00:02:00,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Parasita,3,12,,,0 days 00:02:00,
346,0 days 01:03:58,2025-12-25 21:54:18+00:00,Anas,BR (Brazil),01:04:02,01:04:02,,Autoplayed: user action: User_Interaction; ,Samsung 2017 Kant-M UHD TV Smart TV,Beijo Explosivo: Minissérie: Mestre do Flerte do Pomar (episódio 13),3,12,,,0 days 01:03:58,
347,0 days 00:08:11,2025-12-25 21:46:01+00:00,Anas,BR (Brazil),01:04:06,01:04:06,,,Samsung 2017 Kant-M UHD TV Smart TV,Beijo Explosivo: Minissérie: Muito Fofo (episódio 12),3,12,,,0 days 00:08:11,
348,0 days 00:04:57,2025-12-25 20:03:46+00:00,Anas,BR (Brazil),00:04:57,00:04:57,,,Samsung 2017 Kant-M UHD TV Smart TV,Natal Sob a Aurora Boreal,3,12,,,0 days 00:04:57,
350,0 days 00:10:35,2025-12-24 17:18:07+00:00,Jose,BR (Brazil),00:12:00,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,The Rising of the Shield Hero: Temporada 2: Labirinto infinito (episódio 7),2,12,,0 days 00:10:35,,
351,0 days 00:23:40,2025-12-23 21:41:50+00:00,Jose,BR (Brazil),00:23:40,00:23:40,,,Samsung 2017 Kant-M UHD TV Smart TV,The Rising of the Shield Hero: Temporada 2: Perseguição (episódio 6),1,12,,,0 days 00:23:40,
352,0 days 00:04:23,2025-12-23 21:37:24+00:00,Jose,BR (Brazil),00:22:11,00:22:11,,,Samsung 2017 Kant-M UHD TV Smart TV,The Rising of the Shield Hero: Temporada 2: Ost Horai (episódio 5),1,12,,,0 days 00:04:23,
353,0 days 00:22:25,2025-12-23 14:23:30+00:00,Anas,BR (Brazil),00:55:57,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Beijo Explosivo: Minissérie: Muito Fofo (episódio 12),1,12,,0 days 00:22:25,,
356,0 days 01:25:55,2025-12-22 22:59:27+00:00,Anas,BR (Brazil),01:44:31,01:44:31,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Cartão de Natal,0,12,,,0 days 01:25:55,
373,0 days 01:31:24,2025-12-22 14:29:44+00:00,Léo,BR (Brazil),01:30:55,01:30:55,,,Samsung 2017 Kant-M UHD TV Smart TV,Minions,0,12,,0 days 01:31:24,,
374,0 days 00:16:25,2025-12-21 00:48:10+00:00,Jose,BR (Brazil),00:17:50,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,The Rising of the Shield Hero: Temporada 2: Ost Horai (episódio 5),6,12,,,,0 days 00:16:25
375,0 days 00:20:43,2025-12-21 00:18:18+00:00,Jose,BR (Brazil),00:22:09,00:22:09,,,Samsung 2017 Kant-M UHD TV Smart TV,The Rising of the Shield Hero: Temporada 2: Ruínas na névoa (episódio 4),6,12,,,,0 days 00:20:43
376,0 days 00:21:27,2025-12-20 23:42:27+00:00,Jose,BR (Brazil),00:22:10,00:22:10,,,Samsung 2017 Kant-M UHD TV Smart TV,The Rising of the Shield Hero: Temporada 2: A Terra treme (episódio 3),5,12,,,0 days 00:21:27,
377,0 days 00:22:05,2025-12-20 23:04:31+00:00,Jose,BR (Brazil),00:22:12,00:22:12,,,Samsung 2017 Kant-M UHD TV Smart TV,The Rising of the Shield Hero: Temporada 2: Pegadas do Espírito da Tartaruga (episódio 2),5,12,,,0 days 00:22:05,
378,0 days 00:12:13,2025-12-20 22:52:06+00:00,Jose,BR (Brazil),00:23:41,00:23:41,,,Samsung 2017 Kant-M UHD TV Smart TV,The Rising of the Shield Hero: Temporada 2: Um novo rugido (episódio 1),5,12,,,0 days 00:12:13,
379,0 days 00:06:35,2025-12-20 20:11:23+00:00,Jose,BR (Brazil),00:10:29,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,The Rising of the Shield Hero: Temporada 2: Um novo rugido (episódio 1),5,12,,,0 days 00:06:35,
380,0 days 00:13:54,2025-12-20 19:56:34+00:00,Jose,BR (Brazil),00:21:59,00:21:59,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Uma noite esplêndida (episódio 47),5,12,,,0 days 00:13:54,
381,0 days 00:32:58,2025-12-20 19:21:53+00:00,Anas,BR (Brazil),00:33:35,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Beijo Explosivo: Minissérie: Muito Fofo (episódio 12),5,12,,,0 days 00:32:58,
382,0 days 00:02:13,2025-12-20 18:57:16+00:00,Léo,BR (Brazil),00:05:14,00:05:14,,,Android DefaultWidevineL3Phone Android Phone,Solar Opposites: Temporada 1: A transferência de matéria (episódio 1),5,12,,,0 days 00:02:13,
387,0 days 00:08:48,2025-12-20 17:57:14+00:00,Jose,BR (Brazil),00:08:33,Not latest view,,Autoplayed: user action: User_Interaction; ,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Uma noite esplêndida (episódio 47),5,12,,0 days 00:08:48,,
388,0 days 00:19:58,2025-12-20 17:36:42+00:00,Jose,BR (Brazil),00:21:23,00:21:23,,Autoplayed: user action: User_Interaction; ,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Lágrimas (episódio 46),5,12,,0 days 00:19:58,,
389,0 days 00:19:56,2025-12-20 17:16:43+00:00,Jose,BR (Brazil),00:21:22,00:21:22,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Grande incêndio de Quioto – Parte 3 (episódio 45),5,12,,0 days 00:19:56,,
390,0 days 00:18:04,2025-12-20 16:58:06+00:00,Jose,BR (Brazil),00:21:20,00:21:20,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Grande incêndio de Quioto – Parte 2 (episódio 44),5,12,,0 days 00:18:04,,
391,0 days 00:19:55,2025-12-20 16:38:09+00:00,Jose,BR (Brazil),00:21:19,00:21:19,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Grande incêndio de Quioto – Parte 1 (episódio 43),5,12,,0 days 00:19:55,,
392,0 days 00:20:13,2025-12-20 16:17:18+00:00,Jose,BR (Brazil),00:21:20,00:21:20,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Agir é essencial (episódio 42),5,12,,0 days 00:20:13,,
393,0 days 00:20:05,2025-12-20 15:51:13+00:00,Jose,BR (Brazil),00:21:20,00:21:20,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: O outro objetivo (episódio 41),5,12,,0 days 00:20:05,,
394,0 days 00:10:15,2025-12-20 15:40:54+00:00,Jose,BR (Brazil),00:21:20,00:21:20,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Reunião da Juppongatana (episódio 40),5,12,,0 days 00:10:15,,
395,0 days 00:10:17,2025-12-20 14:15:58+00:00,Jose,BR (Brazil),00:11:07,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Reunião da Juppongatana (episódio 40),5,12,,0 days 00:10:17,,
396,0 days 00:19:52,2025-12-20 13:56:03+00:00,Jose,BR (Brazil),00:21:18,00:21:18,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Entre a vida e a morte (episódio 39),5,12,,0 days 00:19:52,,
397,0 days 00:19:54,2025-12-20 13:35:35+00:00,Jose,BR (Brazil),00:21:20,00:21:20,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: A decisão de Misao (episódio 38),5,12,,0 days 00:19:54,,
398,0 days 00:14:05,2025-12-20 13:21:26+00:00,Jose,BR (Brazil),00:21:22,00:21:22,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Aoshi versus Okina (episódio 37),5,12,,0 days 00:14:05,,
399,0 days 00:05:56,2025-12-20 00:44:37+00:00,Jose,BR (Brazil),00:07:22,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Aoshi versus Okina (episódio 37),5,12,,,,0 days 00:05:56
400,0 days 00:08:31,2025-12-20 00:34:28+00:00,Jose,BR (Brazil),00:21:19,00:21:19,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Reunião do caos (episódio 36),5,12,,,,0 days 00:08:31
401,0 days 00:16:02,2025-12-20 00:18:04+00:00,Anas,BR (Brazil),00:16:02,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Cartão de Natal,5,12,,,,0 days 00:16:02
402,0 days 00:25:00,2025-12-19 19:06:07+00:00,Anas,BR (Brazil),01:36:16,01:36:16,,,Netflix Opera Other,Five Nights at Freddy's: O Pesadelo Sem Fim,4,12,,,0 days 00:25:00,
403,0 days 00:28:12,2025-12-19 17:23:51+00:00,Anas,BR (Brazil),01:11:16,Not latest view,,,Netflix Opera Other,Five Nights at Freddy's: O Pesadelo Sem Fim,4,12,,0 days 00:28:12,,
404,0 days 00:43:25,2025-12-19 15:43:00+00:00,Anas,BR (Brazil),00:43:04,Not latest view,,,Netflix Opera Other,Five Nights at Freddy's: O Pesadelo Sem Fim,4,12,,0 days 00:43:25,,
405,0 days 00:11:27,2025-12-19 11:44:18+00:00,Jose,BR (Brazil),00:12:53,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Reunião do caos (episódio 36),4,12,0 days 00:11:27,,,
406,0 days 00:03:32,2025-12-19 11:40:42+00:00,Jose,BR (Brazil),00:21:19,00:21:19,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Hiko Seijūrō (episódio 35),4,12,0 days 00:03:32,,,
407,0 days 00:42:04,2025-12-19 01:01:50+00:00,Anas,BR (Brazil),01:24:30,01:24:30,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Milagre de Natal para Daisy,4,12,,,,0 days 00:42:04
408,0 days 00:16:27,2025-12-19 00:21:42+00:00,Jose,BR (Brazil),00:17:53,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Hiko Seijūrō (episódio 35),4,12,,,,0 days 00:16:27
409,0 days 00:20:21,2025-12-18 23:56:10+00:00,Jose,BR (Brazil),00:21:19,00:21:19,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Sakabatō — Primeira incursão (episódio 34),3,12,,,0 days 00:20:21,
410,0 days 00:19:54,2025-12-18 23:35:43+00:00,Jose,BR (Brazil),00:21:20,00:21:20,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: O saque tabu (episódio 33),3,12,,,0 days 00:19:54,
411,0 days 00:19:53,2025-12-18 23:15:47+00:00,Jose,BR (Brazil),00:21:20,00:21:20,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Juppongatana — Chō (episódio 32),3,12,,,0 days 00:19:53,
412,0 days 00:20:22,2025-12-18 22:43:46+00:00,Jose,BR (Brazil),00:21:18,00:21:18,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Chegada em Quioto (episódio 31),3,12,,,0 days 00:20:22,
413,0 days 00:05:47,2025-12-18 22:34:01+00:00,Anas,BR (Brazil),00:42:27,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Milagre de Natal para Daisy,3,12,,,0 days 00:05:47,
415,0 days 00:19:55,2025-12-18 22:23:47+00:00,Jose,BR (Brazil),00:21:21,00:21:21,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Encontro na floresta (episódio 30),3,12,,,0 days 00:19:55,
416,0 days 00:21:01,2025-12-18 22:01:05+00:00,Jose,BR (Brazil),00:22:47,00:22:47,,,Samsung 2017 Kant-M UHD TV Smart TV,"Samurai X: -Kyoto Disturbance-: Novamente, rumo a Quioto (episódio 29)",3,12,,,0 days 00:21:01,
417,0 days 00:19:53,2025-12-18 21:41:09+00:00,Jose,BR (Brazil),00:21:19,00:21:19,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: Retrato da família Yashin (episódio 28),3,12,,,0 days 00:19:53,
418,0 days 00:08:29,2025-12-18 21:32:35+00:00,Jose,BR (Brazil),00:21:20,00:21:20,,,Samsung 2017 Kant-M UHD TV Smart TV,Samurai X: -Kyoto Disturbance-: A vila abandonada (episódio 27),3,12,,,0 days 00:08:29,
419,0 days 00:21:15,2025-12-18 21:17:41+00:00,Anas,BR (Brazil),00:36:45,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Milagre de Natal para Daisy,3,12,,,0 days 00:21:15,
420,0 days 00:11:24,2025-12-18 19:37:59+00:00,Jose,BR (Brazil),00:12:50,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Samurai X: -Kyoto Disturbance-: A vila abandonada (episódio 27),3,12,,,0 days 00:11:24,
421,0 days 00:15:32,2025-12-18 19:33:30+00:00,Anas,BR (Brazil),00:15:32,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Milagre de Natal para Daisy,3,12,,,0 days 00:15:32,
425,0 days 00:22:40,2025-12-18 19:15:02+00:00,Jose,BR (Brazil),00:21:21,00:21:21,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Samurai X: -Kyoto Disturbance-: Na estrada Tokai de Meiji (episódio 26),3,12,,,0 days 00:22:40,
426,0 days 00:19:57,2025-12-18 18:54:31+00:00,Jose,BR (Brazil),00:21:22,00:21:22,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Samurai X: -Kyoto Disturbance-: Para Quioto (episódio 25),3,12,,,0 days 00:19:57,
427,0 days 00:36:39,2025-12-18 18:53:03+00:00,Anas,BR (Brazil),01:46:24,01:46:24,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Match Surpresa,3,12,,,0 days 00:36:39,
