CleanTitle,Profile Name,WatchedTime,watched_time_dawn,watched_time_morning,watched_time_afternoon,watched_time_night,count_per_title,last_watched_date,first_watched_date,seg_views,ter_views,qua_views,qui_views,sex_views,sab_views,dom_views,jan_views,fev_views,mar_views,abr_views,mai_views,jun_views,jul_views,ago_views,set_views,out_views,nov_views,dez_views,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime,nota,avg_duration_per_session,day_between
um homem sem filtros,Anas,0 days 06:38:11,0 days 02:54:06,0 days 00:00:00,0 days 02:08:42,0 days 01:35:23,18,,,4,2,0,6,5,1,0,0,0,0,13,5,0,0,0,0,0,0,0,um homem sem filtros,Um Homem Sem Filtros,"[35, 18]",https://image.tmdb.org/t/p/w500/3m179bXlVEtvKsIn0VEZk5y9n0o.jpg,tv,6.7579,2,6.957,23,[80],1,['KR'],"['romcom', 'tv news anchor']",-1,-1,0,0,1,0,0,0,0,5.6,0 days 00:22:07.277777777,
sobrevivendo em grande estilo,Anas,0 days 06:24:34,0 days 02:19:29,0 days 00:00:00,0 days 00:10:47,0 days 03:54:18,26,,,3,2,0,4,1,4,12,0,0,0,0,0,0,0,0,22,0,0,4,sobrevivendo em grande estilo,Sobrevivendo em Grande Estilo,"[35, 18]",https://image.tmdb.org/t/p/w500/gMer2RTc20FHEbXrLkMbfAjDve4.jpg,tv,5.5261,3,6.763,38,[27],2,['US'],"['underdog', 'based on novel or book', 'romcom', 'fashion', 'witty', 'feel-good']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:14:47.461538461,
escola dos romances proibidos,Anas,0 days 06:13:59,0 days 00:00:00,0 days 00:00:00,0 days 01:56:19,0 days 04:17:40,12,,,0,4,0,0,0,3,5,0,0,12,0,0,0,0,0,0,0,0,0,escola dos romances proibidos,Escola dos Romances Proibidos,[18],https://image.tmdb.org/t/p/w500/hxdLE2LMTkF6oEyF6KA8jonDCK3.jpg,tv,4.2056,2,7.5,32,,1,['JP'],"['infidelity', 'forbidden love', 'scandal', 'high school', 'love', 'romance', 'teenage girl', 'school', 'high school student', 'social media', 'gay theme', 'absurd']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:31:09.916666666,
absentia,Jose,0 days 06:12:34,0 days 02:28:50,0 days 00:00:00,0 days 00:00:00,0 days 03:43:44,15,,,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,15,0,absentia,Ausência,"[80, 18, 9648]",https://image.tmdb.org/t/p/w500/t3yVaAlmCLBwbqTrKGcWHwuCmkh.jpg,tv,23.9729,9,7.249,376,,3,['US'],"['fbi', 'exploitation', 'investigation', 'slasher', 'missing person', 'lost wife']",-1,5,0,0,0,0,0,0,0,1.0,0 days 00:24:50.266666666,
eu odeio natal,Anas,0 days 05:56:58,0 days 00:52:03,0 days 00:00:00,0 days 03:12:22,0 days 01:52:33,15,,,0,0,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,eu odeio natal,Eu Odeio Natal,"[35, 18]",https://image.tmdb.org/t/p/w500/89HIkUZyKEHVUX31mrYm1Hg3m5a.jpg,tv,3.0006,4,6.577,71,[31],2,['IT'],"['holiday', 'nurse', 'remake', 'romcom', 'christmas', 'searching for love']",-1,5,1,0,0,0,0,0,0,5.6,0 days 00:23:47.866666666,
dept. q,Jose,0 days 05:24:40,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 05:24:40,14,,,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,dept. q,Dept. Q,"[18, 80, 9648]",https://image.tmdb.org/t/p/w500/e4ctTDJsRexIF3vjxeDrSbeOuep.jpg,tv,11.2368,1,7.904,369,,2,"['GB', 'US']","['detective', 'based on novel or book', 'edinburgh, scotland', 'questioning', 'grim', 'cold case', 'complex', ""survivor's guilt"", 'provocative', 'understated', 'dramatic', 'suspenseful', 'thriller', 'ambivalent']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:23:11.428571428,
safe,Jose,0 days 05:15:56,0 days 00:00:00,0 days 00:00:00,0 days 00:40:50,0 days 04:35:06,11,,,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,safe,Safe,"[18, 80, 9648]",https://image.tmdb.org/t/p/w500/lrA2SSoWp3zzb0MBdjWKCVN0qEF.jpg,tv,6.3483,8,6.895,358,,1,['GB'],"['daughter', 'missing child', '2010s', 'dark', 'slow burn', 'gritty', 'secrets', 'suspenseful', 'thriller']",-1,5,0,0,0,0,0,0,0,2.0,0 days 00:28:43.272727272,
bem-vindos à vizinhança,Jose,0 days 05:13:02,0 days 00:00:00,0 days 01:30:42,0 days 03:42:20,0 days 00:00:00,9,,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,bem-vindos à vizinhança,Bem-Vindos à Vizinhança,"[18, 9648]",https://image.tmdb.org/t/p/w500/fBtK4Tp5LWlflJhvGTNyBCStFW4.jpg,tv,11.5504,4,7.08,739,[48],1,['US'],"['based on true story', 'mysterious letter', 'mysterious', 'based on magazine, newspaper or article', 'secret']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:34:46.888888888,
indomável,Jose,0 days 04:39:55,0 days 00:00:00,0 days 00:00:00,0 days 02:23:13,0 days 02:16:42,8,,,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,indomável,Coração Indomável,"[18, 10766]",https://image.tmdb.org/t/p/w500/q1AiGP2NDcLBbPXZIP19wD3B12T.jpg,tv,22.7477,13,7.8,490,[42],1,['MX'],"['revenge', 'romance', 'telenovela']",-1,3,0,0,0,0,0,0,0,5.6,0 days 00:34:59.375000,
geek girl,Anas,0 days 04:39:13,0 days 03:14:06,0 days 00:00:00,0 days 01:10:10,0 days 00:14:57,16,,,5,0,4,5,1,1,0,0,0,0,0,0,0,0,0,16,0,0,0,geek girl,Geek Girl,"[18, 10751, 35]",https://image.tmdb.org/t/p/w500/g9v0yiDRpx6KQ3EGKDSAdFoNN0y.jpg,tv,8.5151,2,7.114,105,,2,['GB'],"['based on novel or book', 'model', 'teenager']",-1,1,0,0,0,0,0,0,0,5.6,0 days 00:17:27.062500,
terra indomável,Jose,0 days 04:38:17,0 days 00:00:00,0 days 00:00:00,0 days 00:17:51,0 days 04:20:26,8,,,0,0,0,0,1,7,0,0,0,0,0,0,0,0,8,0,0,0,0,terra indomável,Terra Indomável,"[37, 18, 10759]",https://image.tmdb.org/t/p/w500/4uHGMf2ifvcNLI3LouDuO41E1Dq.jpg,tv,12.3372,1,7.671,434,,1,['US'],"['bounty hunter', 'wyoming, usa', 'utah', 'survival', 'miniseries', 'massacre', 'military', 'indian tribe', 'american west', '19th century', 'mother son relationship', 'america', '1850s', 'brutal violence', 'mormons']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:34:47.125000,
os abandonados,Jose,0 days 04:35:28,0 days 00:00:00,0 days 00:00:00,0 days 02:24:28,0 days 02:11:00,13,,,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,os abandonados,Os Abandonados,"[18, 37]",https://image.tmdb.org/t/p/w500/uObo75pctOV4BjDRRMOBPD05SwL.jpg,tv,8.7007,1,5.781,96,,1,['US'],"['oregon, usa', 'western', '1850s', 'cliché', 'doubtful']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:21:11.384615384,
o gabinete de curiosidades de guillermo del toro,Jose,0 days 04:31:33,0 days 00:09:02,0 days 01:19:56,0 days 00:34:41,0 days 02:27:54,14,,,1,0,0,4,1,5,3,0,0,0,0,0,0,0,2,0,11,1,0,o gabinete de curiosidades de guillermo del toro,O Gabinete de Curiosidades de Guillermo del Toro,"[18, 9648, 10765]",https://image.tmdb.org/t/p/w500/sxMMOIuV99LOwcJICx1Wy4O8fgi.jpg,tv,10.8968,4,7.475,969,,1,['US'],"['tale', 'demon', 'gothic horror', 'dark fantasy', 'horror anthology', 'nightmares', 'horror']",18,5,0,0,0,0,0,0,0,5.6,0 days 00:19:23.785714285,
isso é um bolo? vamos celebrar!,Anas,0 days 04:31:03,0 days 01:37:45,0 days 00:00:00,0 days 00:22:57,0 days 02:30:21,12,,,4,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,8,isso é um bolo? vamos celebrar!,Isso é um Bolo? Vamos Celebrar!,[10764],https://image.tmdb.org/t/p/w500/ju9NH1YIJvi07qw8HEAvAr9Y5Tz.jpg,tv,3.2817,2,7.545,11,,2,['US'],"['holiday', 'food', 'baking competition']",-1,1,1,0,0,0,0,0,0,5.6,0 days 00:22:35.250000,
eu nunca...,Anas,0 days 04:29:48,0 days 00:00:00,0 days 00:00:00,0 days 01:10:43,0 days 03:19:05,12,,,0,0,2,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,eu nunca...,Eu Nunca...,"[35, 18]",https://image.tmdb.org/t/p/w500/3aWbTDZnfjuCE26epqd8zUr1AVM.jpg,tv,19.8115,6,8.06,1870,,4,['US'],"['friendship', 'high school', 'romance', 'coming of age', 'teen comedy', 'lgbt', 'teenager', 'feel-good']",-1,3,0,0,0,0,0,0,0,5.6,0 days 00:22:29,
naruto shippuden,Jose,0 days 04:25:21,0 days 00:34:15,0 days 00:00:00,0 days 01:58:34,0 days 01:52:32,35,,,0,0,0,0,8,27,0,0,0,0,0,0,0,0,0,0,0,35,0,naruto shippuden,Naruto Shippuden,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/nRJmByfK9XdtOY73VArcN8KpKVs.jpg,tv,67.2929,19,8.532,8576,[25],20,['JP'],"['hero', 'fight', 'villain', 'sequel', 'ninja', 'based on manga', 'martial arts master', 'martial artist', 'teenage boy', 'teenage hero', 'ninjitsu', 'ninja warrior', 'shounen', 'anime', 'fantasy', 'adventure']",-1,1,0,0,0,0,0,1,1,5.6,0 days 00:07:34.885714285,
the good place,Léo,0 days 04:25:19,0 days 01:16:01,0 days 00:02:14,0 days 00:54:28,0 days 02:12:36,34,,,1,8,9,9,6,0,1,0,0,0,0,0,0,0,34,0,0,0,0,the good place,The Good Place,"[10765, 35]",https://image.tmdb.org/t/p/w500/qIhsuhoIYR5yTnDta0IL4senbeN.jpg,tv,24.713,10,8.0,1912,[22],4,['US'],"['paradise', 'philosophy', 'soulmates', 'heaven', 'friendship', 'hell', 'afterlife', 'mistaken identity', 'torture', 'neighborhood', 'karma', 'sitcom', 'ethics', 'casual', 'save the world']",-1,3,0,0,0,0,0,0,0,6.0,0 days 00:07:48.205882352,
sereias,Anas,0 days 04:24:02,0 days 02:35:43,0 days 00:00:00,0 days 01:48:19,0 days 00:00:00,6,,,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,sereias,H2O: Meninas Sereias,"[18, 10751, 10765]",https://image.tmdb.org/t/p/w500/52KX7Y9yxYf2XojmbEMpMbbTA4L.jpg,tv,11.0393,20,7.811,694,[24],3,['AU'],"['mermaid', 'supernatural', 'teen drama']",-1,1,0,0,0,0,0,0,0,5.6,0 days 00:44:00.333333333,
depois da cabana,Jose,0 days 04:22:04,0 days 01:09:58,0 days 00:00:00,0 days 03:12:06,0 days 00:00:00,11,,,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,depois da cabana,Depois da Cabana,"[80, 18, 9648]",https://image.tmdb.org/t/p/w500/p3UrH56Jv7TzS4qMVneSF9WZTfM.jpg,tv,7.7082,3,7.345,351,[48],1,['DE'],['miniseries'],-1,5,0,0,0,0,0,0,0,5.6,0 days 00:23:49.454545454,
dra. cha,Anas,0 days 04:10:46,0 days 00:48:22,0 days 00:37:52,0 days 00:14:37,0 days 02:29:55,8,,,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,8,0,0,dra. cha,Dra. Cha,"[18, 35]",https://image.tmdb.org/t/p/w500/5ftPqF6IHXsvO4Kp5nSdQhEWyAs.jpg,tv,3.9106,3,8.0,59,[65],1,['KR'],"['lie', 'housewife', 'rivalry', 'slice of life', 'family relationships', 'hospital', 'second chance', 'extramarital affair', 'loveless marriage', 'medical student', 'secret relationship', 'starting over', 'medical', 'heartfelt', 'unhealthy relationship']",-1,3,0,0,1,0,0,0,0,5.6,0 days 00:31:20.750000,
as quatro estações do ano,Anas,0 days 03:53:04,0 days 02:19:46,0 days 00:00:00,0 days 00:00:00,0 days 01:33:18,13,,,1,0,0,0,3,4,5,0,0,0,0,13,0,0,0,0,0,0,0,as quatro estações do ano,As Quatro Estações do Ano,[35],https://image.tmdb.org/t/p/w500/bIAlUuBwLeAOmbREoh4NNa7KBrL.jpg,tv,6.1926,1,6.535,128,,2,['US'],"['friendship', 'based on movie']",-1,-1,0,0,0,0,0,0,0,5.6,0 days 00:17:55.692307692,
se avexe não,Anas,0 days 03:50:55,0 days 01:56:53,0 days 00:00:00,0 days 01:02:27,0 days 00:51:35,14,,,2,6,4,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,se avexe não,Se Avexe Não,[35],https://image.tmdb.org/t/p/w500/gJv9y8pcidww4TfDQrWep4bcXZd.jpg,tv,0.6586,2,10.0,1,[26],1,['BR'],[],-1,-1,0,0,0,0,0,0,0,5.6,0 days 00:16:29.642857142,
cidade de sombras,Jose,0 days 03:40:35,0 days 00:00:00,0 days 00:00:00,0 days 00:07:36,0 days 03:32:59,9,,,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,cidade de sombras,Cidade de Sombras,"[80, 9648]",https://image.tmdb.org/t/p/w500/662flFfrMwW41D8vKLvcTlAoH06.jpg,tv,8.9452,1,6.658,57,,1,['ES'],"['based on novel or book', 'thriller']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:24:30.555555555,
como um relâmpago,Jose,0 days 03:27:20,0 days 00:01:44,0 days 00:00:00,0 days 01:39:52,0 days 01:45:44,10,,,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,como um relâmpago,Como um Relâmpago,"[18, 80]",https://image.tmdb.org/t/p/w500/n91xX0iLrcEThxJqs9Zyg92gJLg.jpg,tv,6.7298,1,7.3,71,[53],1,['US'],"['based on novel or book', 'usa president', 'president', 'miniseries', 'political assassination']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:20:44,
feliz natal e tal,Anas,0 days 03:25:28,0 days 01:44:04,0 days 00:00:00,0 days 01:16:09,0 days 00:25:15,11,,,0,0,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,5,6,feliz natal e tal,Feliz Natal e Tal,[35],https://image.tmdb.org/t/p/w500/dhPNAzsq8gIRjMi86gPHN8PIoaf.jpg,tv,3.1285,7,6.4,92,[25],1,['US'],['christmas'],-1,1,1,0,0,0,0,0,0,5.6,0 days 00:18:40.727272727,
onimusha,Jose,0 days 03:24:26,0 days 00:32:32,0 days 00:00:00,0 days 00:00:00,0 days 02:51:54,10,,,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,onimusha,Onimusha,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/rDjR4tInAxqPGuBEg6IxkEzYSdI.jpg,tv,6.8049,3,7.475,80,,1,['JP'],"['based on video game', 'zombie apocalypse', 'anime', 'original net animation (ona)']",-1,5,0,0,0,0,0,0,1,0.0,0 days 00:20:26.600000,
meu demônio favorito,Anas,0 days 03:20:02,0 days 00:00:00,0 days 00:00:00,0 days 03:20:02,0 days 00:00:00,3,,,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,meu demônio favorito,Meu Demônio Favorito,"[18, 35]",https://image.tmdb.org/t/p/w500/tTyzuIwHyOX7oeLNGwD1SnN4G5y.jpg,tv,17.8974,3,8.456,626,,1,['KR'],"['romcom', 'romance', 'demon', 'heiress', 'cohabitation', 'supernatural power', 'fantasy', 'chaebol', 'amused', 'comforting', 'gentle', 'hopeful']",-1,5,0,0,1,0,0,0,0,5.6,0 days 01:06:40.666666666,
the rookie,Anas,0 days 03:13:42,0 days 01:10:48,0 days 00:00:00,0 days 00:00:00,0 days 02:02:54,9,,,2,0,2,0,0,1,4,0,0,0,0,0,0,9,0,0,0,0,0,the rookie,O Novato,"[80, 18, 35]",https://image.tmdb.org/t/p/w500/yCPGrd6fzbftuaH97OUS6tUdE4B.jpg,tv,369.2068,8,8.53,3054,,8,['US'],"['police chase', 'los angeles, california', 'police officer', 'police detective', 'street crime', 'lapd', 'police training', 'crime investigation', 'dramedy', 'police department', 'procedural', 'police drama', 'patrol officer', 'police patrol', 'witty', 'amused']",-1,3,0,0,0,0,0,0,0,5.6,0 days 00:21:31.333333333,
devil may cry,Jose,0 days 03:02:36,0 days 00:17:31,0 days 00:04:16,0 days 00:00:00,0 days 02:40:49,14,,,1,10,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,13,0,devil may cry,Devil May Cry,"[16, 10765, 10759]",https://image.tmdb.org/t/p/w500/tZaO0YddJtUl6G9SD12mbriz9u9.jpg,tv,9.6082,19,7.607,252,[24],1,['JP'],"['swordplay', 'sword', 'supernatural', 'hell', 'gore', 'gunfight', 'demon', 'parallel world', 'based on video game', 'anime']",-1,3,0,0,0,0,0,0,1,1.0,0 days 00:13:02.571428571,
era uma vez em... hollywood,Léo,0 days 02:52:57,0 days 00:53:58,0 days 00:00:00,0 days 01:58:59,0 days 00:00:00,3,,,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,era uma vez em... hollywood,Era Uma Vez em… Hollywood,"[35, 18, 53]",https://image.tmdb.org/t/p/w500/zgr02U2Fh0sR5JtaAXY5yBU1wka.jpg,movie,14.5837,7,7.4,14649,162,,"['CN', 'GB', 'US']","['movie business', 'male friendship', 'cult', 'based on true story', 'celebrity', 'fame', 'hollywood', 'los angeles, california', 'historical fiction', 'period drama', 'buddy', 'filmmaking', 'struggling actor', 'satanic cult', 'revisionist history', 'nostalgic', 'duringcreditsstinger', 'western filmmaking', 'manson family murders', '1960s', 'stunt double', 'old hollywood', 'sharon tate', 'charles manson', 'subjective', 'hollywood, california']",8,5,0,0,0,0,0,0,0,5.6,0 days 00:57:39,
amor no escritório,Anas,0 days 02:49:11,0 days 01:03:52,0 days 00:00:00,0 days 01:45:19,0 days 00:00:00,6,,,0,0,0,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,amor no escritório,Amor no Escritório,[35],https://image.tmdb.org/t/p/w500/k9Eg3rDD8XXE6Hql3o9TqYeVuqv.jpg,tv,3.8051,0,7.3,16,,1,['MX'],"['romance', 'office romance']",-1,-1,0,0,0,0,0,0,0,5.6,0 days 00:28:11.833333333,
fubar,Anas,0 days 02:36:26,0 days 00:50:28,0 days 00:12:12,0 days 00:00:00,0 days 01:33:46,8,,,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,fubar,FUBAR,"[10759, 18, 35]",https://image.tmdb.org/t/p/w500/6mztcJZ77SZ0u2hd2kLyzVd6Aaf.jpg,tv,14.5002,3,6.622,512,,2,['US'],"['spy', 'central intelligence agency (cia)', 'father daughter relationship', 'amused', 'excited']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:19:33.250000,
kleo,Jose,0 days 02:24:53,0 days 00:29:05,0 days 00:00:00,0 days 00:00:00,0 days 01:55:48,9,,,3,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,8,0,0,kleo,Kleo,"[10759, 18, 80]",https://image.tmdb.org/t/p/w500/2ahFUJPV6eBah5YqB0eNx5XTHei.jpg,tv,11.0664,4,7.078,193,,2,['DE'],"['eastern germany', 'stasi', 'revenge', 'ex spy']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:16:05.888888888,
vivo ou morto,Jose,0 days 02:23:02,0 days 00:09:03,0 days 00:32:24,0 days 00:00:00,0 days 01:41:35,5,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,vivo ou morto,Vivo ou Morto: Um Mistério Knives Out,"[53, 9648, 35]",https://image.tmdb.org/t/p/w500/rdxMmkArDAfu1UxdOq6H22GtPdV.jpg,movie,13.5808,1,7.207,2214,145,,['US'],"['detective', 'investigation', 'sequel', 'murder', 'whodunit', 'murder mystery', 'upstate new york']",-1,2,0,0,0,0,0,0,0,5.6,0 days 00:28:36.400000,
prenda-me se for capaz,Léo,0 days 02:22:40,0 days 00:37:28,0 days 00:00:00,0 days 00:00:00,0 days 01:45:12,8,,,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,prenda-me se for capaz,Prenda-Me se For Capaz,"[18, 80]",https://image.tmdb.org/t/p/w500/pSaqcj3pwTKt34cyn6NrBE7V4eH.jpg,movie,11.5056,24,7.977,16861,141,,['US'],"['fbi', 'con man', 'biography', 'based on true story', 'con artist', 'chameleon', 'attempted jailbreak', 'engagement party', 'mislaid trust', 'christmas', 'bank fraud', 'conman', 'fraudster', 'amused', 'assertive', 'compassionate', 'excited']",3,2,1,0,0,0,0,0,0,5.6,0 days 00:17:50,
doona!,Anas,0 days 02:18:08,0 days 00:00:00,0 days 00:00:00,0 days 02:09:23,0 days 00:08:45,6,,,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,doona!,Doona!,[18],https://image.tmdb.org/t/p/w500/ukSHjdKVDZXckRq3J6TjRV4hDza.jpg,tv,7.1303,3,7.714,199,,1,['KR'],"['double life', 'celebrity', 'romance', 'college student', 'shared house', 'k-pop', 'loving', 'bittersweet', 'idol', 'based on webcomic or webtoon', 'youth']",-1,5,0,0,1,0,0,0,0,5.6,0 days 00:23:01.333333333,
a queda da casa de usher,Jose,0 days 02:16:21,0 days 00:00:00,0 days 01:11:41,0 days 00:35:11,0 days 00:29:29,10,,,0,0,0,0,2,6,2,0,0,0,0,0,0,0,6,4,0,0,0,a queda da casa de usher,A Queda da Casa de Usher,"[9648, 18]",https://image.tmdb.org/t/p/w500/b5MzNAgs1baKi32ln3yQoaKIsgZ.jpg,tv,9.3879,3,7.555,769,,1,['US'],"['insanity', 'haunting', 'miniseries', 'mansion', 'gothic horror', 'madness', 'based on short story', 'ghost', 'mysterious death', 'pharmaceuticals company', 'supernatural power', 'secret', 'horror']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:13:38.100000,
isso é um bolo? halloween,Anas,0 days 02:16:21,0 days 00:00:00,0 days 00:05:24,0 days 01:08:51,0 days 01:02:06,6,,,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,isso é um bolo? halloween,Isso é um Bolo? Halloween,[10764],https://image.tmdb.org/t/p/w500/ockSG8zafVMJllPGsKT3C4QyMDt.jpg,tv,1.8311,1,7.083,6,,1,['US'],"['cake', 'baking competition']",-1,1,0,0,0,0,0,0,0,5.6,0 days 00:22:43.500000,
néro,Jose,0 days 02:16:10,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 02:16:10,10,,,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,néro,Néro,"[18, 10759]",https://image.tmdb.org/t/p/w500/twNHmxeFkDEdGzYMeGTp9stoGUC.jpg,tv,6.2095,1,6.6,63,[61],1,['FR'],[],-1,5,0,0,0,0,0,0,0,5.6,0 days 00:13:37,
gilmore girls,Anas,0 days 02:14:42,0 days 01:16:27,0 days 00:00:00,0 days 00:00:00,0 days 00:58:15,6,,,0,0,2,2,1,1,0,0,0,0,0,0,0,4,2,0,0,0,0,gilmore girls,"Gilmore Girls: Tal Mãe, Tal Filha","[35, 18]",https://image.tmdb.org/t/p/w500/2PSVoTWWqJpUEkKcYsUwT1Yc0OV.jpg,tv,69.8113,26,7.898,1220,[44],7,['US'],"['grandparent grandchild relationship', 'small town', 'coffee', 'private school', 'ambition', 'middle class', 'high school', 'love', 'female protagonist', 'dating', 'single mother', 'mother daughter relationship']",-1,3,0,0,0,0,0,0,0,5.6,0 days 00:22:27,
glass onion,Jose,0 days 02:14:20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 02:14:20,5,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,glass onion,Glass Onion: Um Mistério Knives Out,"[35, 80, 9648]",https://image.tmdb.org/t/p/w500/zQJcENHbZUpLQ8RKYt9wTzcXCwv.jpg,movie,7.8107,4,7.036,6635,140,,['US'],"['detective', 'greece', 'investigation', 'mona lisa (la gioconda)', 'dark comedy', 'satire', 'sequel', 'murder', 'billionaire', 'whodunit', 'puzzle box', 'clue', 'identical twin', 'murder mystery', 'arrested development', 'closeted homosexual', 'covid-19', 'offbeat', 'witty', 'complicated']",-1,2,0,0,0,0,0,0,0,5.6,0 days 00:26:52,
o mundo depois de nós,Jose,0 days 02:14:02,0 days 00:00:00,0 days 00:18:29,0 days 00:00:00,0 days 01:55:33,3,,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,o mundo depois de nós,O Mundo Depois de Nós,"[18, 9648, 53]",https://image.tmdb.org/t/p/w500/qwHZInQ0MBa1DxHV66ExCCUzBf5.jpg,movie,5.9964,3,6.376,3128,141,,['US'],"['based on novel or book', 'blackout', 'crisis', 'vacation', 'deer', 'apocalypse', 'armageddon', 'family', 'social issues', 'desperate', 'anxious', 'psychological', 'slow burn', 'house rental', 'disheartening', 'frightened', 'chilling']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:44:40.666666666,
onze homens e um segredo,Léo,0 days 02:12:53,0 days 00:00:00,0 days 00:00:00,0 days 00:14:33,0 days 01:58:20,5,,,0,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,onze homens e um segredo,Onze Homens e um Segredo,"[53, 80]",https://image.tmdb.org/t/p/w500/j9tyOPSdFUoaOuAcRTY5pHSZm8o.jpg,movie,10.2301,25,7.455,12388,117,,['US'],"['casino', 'pickpocket', 'heist', 'con artist', 'remake', 'caper', 'las vegas', 'inside man', 'security guard', 'ex-wife', 'ex-con', 'card dealer', 'explosives expert', 'security system', 'casino owner', 'professional thief', 'fight night', 'master plan', 'computer hacker', 'distractions', 'museum curator', 'casino vault', 'contortionist']",12,2,0,0,0,0,0,0,0,5.6,0 days 00:26:34.600000,
era uma vez... um baile de natal,Anas,0 days 02:08:01,0 days 00:00:00,0 days 00:00:00,0 days 01:04:33,0 days 01:03:28,3,,,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,era uma vez... um baile de natal,Era Uma Vez... Um Baile de Natal,"[10749, 35]",https://image.tmdb.org/t/p/w500/zYuH2fThxpptDYAnEsL0nMHMPwI.jpg,movie,0.9146,2,6.103,29,86,,"['CA', 'US']","['christmas', 'cinderella story']",-1,-1,1,0,0,0,0,0,0,5.6,0 days 00:42:40.333333333,
camaleões,Jose,0 days 02:07:05,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 02:07:05,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,camaleões,Camaleões,"[35, 10766, 18]",https://image.tmdb.org/t/p/w500/i1SNlAuFHk28XMeO5xwtoEwQyvV.jpg,tv,10.7895,17,8.0,136,[45],1,['MX'],['telenovela'],-1,-1,0,0,0,0,0,0,0,5.6,0 days 02:07:05,
