CleanTitle,Profile Name,WatchedTime,watched_time_dawn,watched_time_morning,watched_time_afternoon,watched_time_night,count_per_title,last_watched_date,first_watched_date,seg_views,ter_views,qua_views,qui_views,sex_views,sab_views,dom_views,jan_views,fev_views,mar_views,abr_views,mai_views,jun_views,jul_views,ago_views,set_views,out_views,nov_views,dez_views,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime,nota,avg_duration_per_session,day_between,is_tv,is_in_list,has_rated,engagement_score,is_mature,watched_time
caleidoscópio,Léo,0 days 06:42:41,4135.0,0.0,6860.0,13166.0,23,,,9,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,caleidoscópio,Caleidoscópio,"[80, 18]",https://image.tmdb.org/t/p/w500/ruuqKu320BcKganFoOITKjyU6WH.jpg,tv,6.8934,3,6.832,458,,1,['US'],"['heist', 'miniseries']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:17:30.478260869,,1,0,0,7.993253968253969,1,24161.0
um homem sem filtros,Anas,0 days 06:38:11,10446.0,0.0,7722.0,5723.0,18,,,4,2,0,6,5,1,0,0,0,0,13,5,0,0,0,0,0,0,0,um homem sem filtros,Um Homem Sem Filtros,"[35, 18]",https://image.tmdb.org/t/p/w500/3m179bXlVEtvKsIn0VEZk5y9n0o.jpg,tv,7.8423,2,7.0,23,[80],1,['KR'],"['romcom', 'tv news anchor']",-1,-1,0,0,1,0,0,0,0,5.9865079365079366,0 days 00:22:07.277777777,,1,0,0,7.993253968253969,0,23891.0
sobrevivendo em grande estilo,Anas,0 days 06:24:34,8369.0,0.0,647.0,14058.0,26,,,3,2,0,4,1,4,12,0,0,0,0,0,0,0,0,22,0,0,4,sobrevivendo em grande estilo,Sobrevivendo em Grande Estilo,"[35, 18]",https://image.tmdb.org/t/p/w500/gMer2RTc20FHEbXrLkMbfAjDve4.jpg,tv,5.9998,3,6.7,39,[27],2,['US'],"['underdog', 'based on novel or book', 'romcom', 'fashion', 'witty', 'feel-good']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:14:47.461538461,,1,0,0,7.993253968253969,1,23074.0
escola dos romances proibidos,Anas,0 days 06:13:59,0.0,0.0,6979.0,15460.0,12,,,0,4,0,0,0,3,5,0,0,12,0,0,0,0,0,0,0,0,0,escola dos romances proibidos,Escola dos Romances Proibidos,[18],https://image.tmdb.org/t/p/w500/hxdLE2LMTkF6oEyF6KA8jonDCK3.jpg,tv,4.8847,2,7.5,32,,1,['JP'],"['infidelity', 'forbidden love', 'scandal', 'high school', 'love', 'romance', 'teenage girl', 'school', 'high school student', 'social media', 'gay theme', 'absurd']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:31:09.916666666,,1,0,0,7.993253968253969,1,22439.0
absentia,Jose,0 days 06:12:34,8930.0,0.0,0.0,13424.0,15,,,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,15,0,absentia,Ausência,"[80, 18, 9648]",https://image.tmdb.org/t/p/w500/t3yVaAlmCLBwbqTrKGcWHwuCmkh.jpg,tv,23.5216,9,7.2,376,,3,['US'],"['fbi', 'exploitation', 'investigation', 'slasher', 'missing person', 'lost wife']",-1,5,0,0,0,0,0,0,0,3.5,0 days 00:24:50.266666666,,1,0,1,6.75,1,22354.0
eu odeio natal,Anas,0 days 05:56:58,3123.0,0.0,11542.0,6753.0,15,,,0,0,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,eu odeio natal,Eu Odeio Natal,"[35, 18]",https://image.tmdb.org/t/p/w500/89HIkUZyKEHVUX31mrYm1Hg3m5a.jpg,tv,2.7452,4,6.6,71,[31],2,['IT'],"['holiday', 'nurse', 'remake', 'romcom', 'christmas', 'searching for love']",-1,5,1,0,0,0,0,0,0,5.9865079365079366,0 days 00:23:47.866666666,,1,0,0,7.993253968253969,1,21418.0
dept. q,Jose,0 days 05:24:40,0.0,0.0,0.0,19480.0,14,,,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,dept. q,Dept. Q,"[18, 80, 9648]",https://image.tmdb.org/t/p/w500/e4ctTDJsRexIF3vjxeDrSbeOuep.jpg,tv,11.4466,1,7.899,377,,2,"['GB', 'US']","['detective', 'based on novel or book', 'edinburgh, scotland', 'questioning', 'grim', 'cold case', 'complex', ""survivor's guilt"", 'provocative', 'understated', 'dramatic', 'suspenseful', 'thriller', 'ambivalent']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:23:11.428571428,,1,0,0,7.993253968253969,1,19480.0
safe,Jose,0 days 05:15:56,0.0,0.0,2450.0,16506.0,11,,,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,safe,Safe,"[18, 80, 9648]",https://image.tmdb.org/t/p/w500/lrA2SSoWp3zzb0MBdjWKCVN0qEF.jpg,tv,5.1338,8,6.897,359,,1,['GB'],"['daughter', 'missing child', '2010s', 'dark', 'slow burn', 'gritty', 'secrets', 'suspenseful', 'thriller']",-1,5,0,0,0,0,0,0,0,7.0,0 days 00:28:43.272727272,,1,0,1,8.5,1,18956.0
bem-vindos à vizinhança,Jose,0 days 05:13:02,0.0,5442.0,13340.0,0.0,9,,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,bem-vindos à vizinhança,Bem-Vindos à Vizinhança,"[18, 9648]",https://image.tmdb.org/t/p/w500/fBtK4Tp5LWlflJhvGTNyBCStFW4.jpg,tv,9.6808,4,7.087,743,[48],1,['US'],"['based on true story', 'mysterious letter', 'mysterious', 'based on magazine, newspaper or article', 'secret']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:34:46.888888888,,1,0,0,7.993253968253969,1,18782.0
indomável,Jose,0 days 04:39:55,0.0,0.0,8593.0,8202.0,8,,,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,indomável,Terra Indomável,"[37, 18, 10759]",https://image.tmdb.org/t/p/w500/4uHGMf2ifvcNLI3LouDuO41E1Dq.jpg,tv,11.3217,1,7.672,439,,1,['US'],"['bounty hunter', 'wyoming, usa', 'utah', 'survival', 'miniseries', 'massacre', 'military', 'indian tribe', 'american west', '19th century', 'mother son relationship', 'america', '1850s', 'brutal violence', 'mormons']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:34:59.375000,,1,0,0,7.993253968253969,1,16795.0
geek girl,Anas,0 days 04:39:13,11646.0,0.0,4210.0,897.0,16,,,5,0,4,5,1,1,0,0,0,0,0,0,0,0,0,16,0,0,0,geek girl,Geek Girl,"[18, 10751, 35]",https://image.tmdb.org/t/p/w500/g9v0yiDRpx6KQ3EGKDSAdFoNN0y.jpg,tv,6.1059,2,7.1,105,,2,['GB'],"['based on novel or book', 'model', 'teenager']",-1,1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:17:27.062500,,1,1,0,7.993253968253969,0,16753.0
terra indomável,Jose,0 days 04:38:17,0.0,0.0,1071.0,15626.0,8,,,0,0,0,0,1,7,0,0,0,0,0,0,0,0,8,0,0,0,0,terra indomável,Terra Indomável,"[37, 18, 10759]",https://image.tmdb.org/t/p/w500/4uHGMf2ifvcNLI3LouDuO41E1Dq.jpg,tv,11.3217,1,7.672,439,,1,['US'],"['bounty hunter', 'wyoming, usa', 'utah', 'survival', 'miniseries', 'massacre', 'military', 'indian tribe', 'american west', '19th century', 'mother son relationship', 'america', '1850s', 'brutal violence', 'mormons']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:34:47.125000,,1,0,0,7.993253968253969,1,16697.0
os abandonados,Jose,0 days 04:35:28,0.0,0.0,8668.0,7860.0,13,,,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,os abandonados,Os Abandonados,"[18, 37]",https://image.tmdb.org/t/p/w500/uObo75pctOV4BjDRRMOBPD05SwL.jpg,tv,7.5256,1,5.776,98,,1,['US'],"['oregon, usa', 'western', '1850s', 'cliché', 'doubtful']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:21:11.384615384,,1,0,0,7.993253968253969,1,16528.0
o gabinete de curiosidades de guillermo del toro,Jose,0 days 04:31:33,542.0,4796.0,2081.0,8874.0,14,,,1,0,0,4,1,5,3,0,0,0,0,0,0,0,2,0,11,1,0,o gabinete de curiosidades de guillermo del toro,O Gabinete de Curiosidades de Guillermo del Toro,"[18, 9648, 10765]",https://image.tmdb.org/t/p/w500/sxMMOIuV99LOwcJICx1Wy4O8fgi.jpg,tv,13.4433,4,7.474,976,,1,['US'],"['tale', 'demon', 'gothic horror', 'dark fantasy', 'horror anthology', 'nightmares', 'horror']",18,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:19:23.785714285,,1,0,0,7.993253968253969,1,16293.0
isso é um bolo? vamos celebrar!,Anas,0 days 04:31:03,5865.0,0.0,1377.0,9021.0,12,,,4,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,8,isso é um bolo? vamos celebrar!,Isso é um Bolo? Vamos Celebrar!,[10764],https://image.tmdb.org/t/p/w500/ju9NH1YIJvi07qw8HEAvAr9Y5Tz.jpg,tv,3.3019,2,7.3,12,,2,['US'],"['holiday', 'food', 'baking competition']",-1,1,1,0,0,0,0,0,0,5.9865079365079366,0 days 00:22:35.250000,,1,0,0,7.993253968253969,0,16263.0
eu nunca...,Anas,0 days 04:29:48,0.0,0.0,4243.0,11945.0,12,,,0,0,2,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,eu nunca...,Eu Nunca...,"[35, 18]",https://image.tmdb.org/t/p/w500/3aWbTDZnfjuCE26epqd8zUr1AVM.jpg,tv,18.7599,6,8.061,1877,,4,['US'],"['friendship', 'high school', 'romance', 'coming of age', 'teen comedy', 'lgbt', 'teenager', 'feel-good']",-1,3,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:22:29,,1,0,0,7.993253968253969,1,16188.0
naruto shippuden,Jose,0 days 04:25:21,2055.0,0.0,7114.0,6752.0,35,,,0,0,0,0,8,27,0,0,0,0,0,0,0,0,0,0,0,35,0,naruto shippuden,Naruto Shippuden,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/nRJmByfK9XdtOY73VArcN8KpKVs.jpg,tv,79.3936,19,8.5,8579,[25],20,['JP'],"['hero', 'fight', 'villain', 'sequel', 'ninja', 'based on manga', 'martial arts master', 'martial artist', 'teenage boy', 'teenage hero', 'ninjitsu', 'ninja warrior', 'shounen', 'anime', 'fantasy', 'adventure']",-1,1,0,0,0,0,0,1,1,5.9865079365079366,0 days 00:07:34.885714285,,1,0,0,7.993253968253969,0,15921.0
the good place,Léo,0 days 04:25:19,4561.0,134.0,3268.0,7956.0,34,,,1,8,9,9,6,0,1,0,0,0,0,0,0,0,34,0,0,0,0,the good place,The Good Place,"[10765, 35]",https://image.tmdb.org/t/p/w500/qIhsuhoIYR5yTnDta0IL4senbeN.jpg,tv,29.9818,10,7.975,1918,[22],4,['US'],"['paradise', 'philosophy', 'soulmates', 'heaven', 'friendship', 'hell', 'afterlife', 'mistaken identity', 'torture', 'neighborhood', 'karma', 'sitcom', 'ethics', 'save the world']",-1,3,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:07:48.205882352,,1,0,0,7.993253968253969,1,15919.0
sereias,Anas,0 days 04:24:02,9343.0,0.0,6499.0,0.0,6,,,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,sereias,Siren: A Lenda das Sereias,"[10765, 18]",https://image.tmdb.org/t/p/w500/tIesNvDR3T49BotIxLBqaSIdOu8.jpg,tv,41.7393,8,7.733,3409,[42],3,['US'],"['mermaid', 'siren']",-1,1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:44:00.333333333,,1,0,0,7.993253968253969,0,15842.0
depois da cabana,Jose,0 days 04:22:04,4198.0,0.0,11526.0,0.0,11,,,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,depois da cabana,Depois da Cabana,"[80, 18, 9648]",https://image.tmdb.org/t/p/w500/p3UrH56Jv7TzS4qMVneSF9WZTfM.jpg,tv,4.8227,3,7.3,350,[48],1,['DE'],['miniseries'],-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:23:49.454545454,,1,0,0,7.993253968253969,1,15724.0
dra. cha,Anas,0 days 04:10:46,2902.0,2272.0,877.0,8995.0,8,,,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,8,0,0,dra. cha,Dra. Cha,"[18, 35]",https://image.tmdb.org/t/p/w500/5ftPqF6IHXsvO4Kp5nSdQhEWyAs.jpg,tv,5.5159,3,8.1,60,[65],1,['KR'],"['lie', 'housewife', 'rivalry', 'slice of life', 'family relationships', 'hospital', 'second chance', 'extramarital affair', 'loveless marriage', 'medical student', 'secret relationship', 'starting over', 'medical', 'heartfelt', 'unhealthy relationship']",-1,3,0,0,1,0,0,0,0,5.9865079365079366,0 days 00:31:20.750000,,1,0,0,7.993253968253969,1,15046.0
as quatro estações do ano,Anas,0 days 03:53:04,8386.0,0.0,0.0,5598.0,13,,,1,0,0,0,3,4,5,0,0,0,0,13,0,0,0,0,0,0,0,as quatro estações do ano,As Quatro Estações do Ano,[35],https://image.tmdb.org/t/p/w500/bIAlUuBwLeAOmbREoh4NNa7KBrL.jpg,tv,7.7907,1,6.5,129,,2,['US'],"['friendship', 'based on movie']",-1,-1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:17:55.692307692,,1,0,0,7.993253968253969,0,13984.0
se avexe não,Anas,0 days 03:50:55,7013.0,0.0,3747.0,3095.0,14,,,2,6,4,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,se avexe não,Se Avexe Não,[35],https://image.tmdb.org/t/p/w500/gJv9y8pcidww4TfDQrWep4bcXZd.jpg,tv,0.9067,2,10.0,1,[26],1,['BR'],[],-1,-1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:16:29.642857142,,1,0,0,7.993253968253969,0,13855.0
cidade de sombras,Jose,0 days 03:40:35,0.0,0.0,456.0,12779.0,9,,,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,cidade de sombras,Cidade de Sombras,"[80, 9648]",https://image.tmdb.org/t/p/w500/662flFfrMwW41D8vKLvcTlAoH06.jpg,tv,10.1441,1,6.625,60,,1,['ES'],"['based on novel or book', 'thriller']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:24:30.555555555,,1,0,0,7.993253968253969,1,13235.0
como um relâmpago,Jose,0 days 03:27:20,104.0,0.0,5992.0,6344.0,10,,,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,como um relâmpago,Como um Relâmpago,"[18, 80]",https://image.tmdb.org/t/p/w500/n91xX0iLrcEThxJqs9Zyg92gJLg.jpg,tv,7.9979,1,7.37,73,[53],1,['US'],"['based on novel or book', 'usa president', 'president', 'miniseries', 'political assassination']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:20:44,,1,0,0,7.993253968253969,1,12440.0
feliz natal e tal,Anas,0 days 03:25:28,6244.0,0.0,4569.0,1515.0,11,,,0,0,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,5,6,feliz natal e tal,Feliz Natal e Tal,[35],https://image.tmdb.org/t/p/w500/dhPNAzsq8gIRjMi86gPHN8PIoaf.jpg,tv,3.5393,7,6.4,92,[25],1,['US'],['christmas'],-1,1,1,0,0,0,0,0,0,5.9865079365079366,0 days 00:18:40.727272727,,1,0,0,7.993253968253969,0,12328.0
onimusha,Jose,0 days 03:24:26,1952.0,0.0,0.0,10314.0,10,,,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,onimusha,Onimusha,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/rDjR4tInAxqPGuBEg6IxkEzYSdI.jpg,tv,4.88,3,7.5,81,,1,['JP'],"['based on video game', 'zombie apocalypse', 'anime', 'original net animation (ona)']",-1,5,0,0,0,0,0,0,1,0.0,0 days 00:20:26.600000,,1,0,1,5.0,1,12266.0
meu demônio favorito,Anas,0 days 03:20:02,0.0,0.0,12002.0,0.0,3,,,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,meu demônio favorito,Meu Demônio Favorito,"[18, 35]",https://image.tmdb.org/t/p/w500/tTyzuIwHyOX7oeLNGwD1SnN4G5y.jpg,tv,22.506,3,8.5,626,,1,['KR'],"['romcom', 'romance', 'demon', 'heiress', 'cohabitation', 'supernatural power', 'fantasy', 'chaebol', 'amused', 'comforting', 'gentle', 'hopeful']",-1,5,0,0,1,0,0,0,0,5.9865079365079366,0 days 01:06:40.666666666,,1,0,0,7.993253968253969,1,12002.0
the rookie,Anas,0 days 03:13:42,4248.0,0.0,0.0,7374.0,9,,,2,0,2,0,0,1,4,0,0,0,0,0,0,9,0,0,0,0,0,the rookie,O Novato,"[80, 18, 35]",https://image.tmdb.org/t/p/w500/yCPGrd6fzbftuaH97OUS6tUdE4B.jpg,tv,311.8969,8,8.53,3070,,8,['US'],"['police chase', 'los angeles, california', 'police officer', 'police detective', 'street crime', 'lapd', 'police training', 'crime investigation', 'dramedy', 'vexed', 'police department', 'procedural', 'police drama', 'patrol officer', 'police patrol']",-1,3,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:21:31.333333333,,1,0,0,7.993253968253969,1,11622.0
devil may cry,Jose,0 days 03:02:36,1051.0,256.0,0.0,9649.0,14,,,1,10,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,13,0,devil may cry,Devil May Cry,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/75KximV3WhtvlWFneTrf1Pw61cu.jpg,tv,11.6098,1,7.91,290,,2,['US'],"['based on video game', 'adult animation', 'zealot', 'demon hunter', 'anime', 'paramilitary organization']",-1,5,0,0,0,0,0,0,1,3.5,0 days 00:13:02.571428571,,1,0,1,6.75,1,10956.0
era uma vez em... hollywood,Léo,0 days 02:52:57,3238.0,0.0,7139.0,0.0,3,,,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,era uma vez em... hollywood,Era Uma Vez em… Hollywood,"[35, 18, 53]",https://image.tmdb.org/t/p/w500/zgr02U2Fh0sR5JtaAXY5yBU1wka.jpg,movie,16.2024,7,7.423,14678,162,,"['CN', 'GB', 'US']","['movie business', 'male friendship', 'cult', 'based on true story', 'celebrity', 'fame', 'hollywood', 'los angeles, california', 'historical fiction', 'period drama', 'buddy', 'filmmaking', 'struggling actor', 'satanic cult', 'revisionist history', 'nostalgic', 'duringcreditsstinger', 'western filmmaking', 'manson family murders', '1960s', 'stunt double', 'old hollywood', 'sharon tate', 'charles manson', 'subjective', 'hollywood, california']",8,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:57:39,,0,0,0,7.993253968253969,1,10377.0
amor no escritório,Anas,0 days 02:49:11,3832.0,0.0,6319.0,0.0,6,,,0,0,0,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,amor no escritório,Amor no Escritório,[35],https://image.tmdb.org/t/p/w500/k9Eg3rDD8XXE6Hql3o9TqYeVuqv.jpg,tv,3.5815,0,7.3,16,,1,['MX'],"['romance', 'office romance']",-1,-1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:28:11.833333333,,1,0,0,7.993253968253969,0,10151.0
fubar,Anas,0 days 02:36:26,3028.0,732.0,0.0,5626.0,8,,,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,fubar,FUBAR,"[10759, 18, 35]",https://image.tmdb.org/t/p/w500/6mztcJZ77SZ0u2hd2kLyzVd6Aaf.jpg,tv,13.8003,3,6.626,516,,2,['US'],"['spy', 'central intelligence agency (cia)', 'father daughter relationship', 'amused', 'excited']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:19:33.250000,,1,0,0,7.993253968253969,1,9386.0
kleo,Jose,0 days 02:24:53,1745.0,0.0,0.0,6948.0,9,,,3,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,8,0,0,kleo,Kleo,"[10759, 18, 80]",https://image.tmdb.org/t/p/w500/2ahFUJPV6eBah5YqB0eNx5XTHei.jpg,tv,6.4408,4,7.087,195,,2,['DE'],"['eastern germany', 'stasi', 'revenge', 'ex spy']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:16:05.888888888,,1,0,0,7.993253968253969,1,8693.0
vivo ou morto,Jose,0 days 02:23:02,543.0,1944.0,0.0,6095.0,5,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,vivo ou morto,Vivo ou Morto: Um Mistério Knives Out,"[53, 9648, 35]",https://image.tmdb.org/t/p/w500/rdxMmkArDAfu1UxdOq6H22GtPdV.jpg,movie,15.2064,1,7.205,2271,145,,['US'],"['detective', 'investigation', 'sequel', 'murder', 'whodunit', 'murder mystery', 'upstate new york', 'amused', 'comforting', 'empathetic', 'gentle', 'hopeful']",-1,2,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:28:36.400000,,0,0,0,7.925437876299945,0,8582.0
prenda-me se for capaz,Léo,0 days 02:22:40,2248.0,0.0,0.0,6312.0,8,,,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,prenda-me se for capaz,Prenda-Me se For Capaz,"[18, 80]",https://image.tmdb.org/t/p/w500/pSaqcj3pwTKt34cyn6NrBE7V4eH.jpg,movie,14.1369,24,7.977,16891,141,,['US'],"['fbi', 'con man', 'biography', 'based on true story', 'con artist', 'chameleon', 'attempted jailbreak', 'engagement party', 'mislaid trust', 'christmas', 'bank fraud', 'conman', 'fraudster', 'amused', 'assertive', 'compassionate', 'excited']",3,2,1,0,0,0,0,0,0,5.9865079365079366,0 days 00:17:50,,0,0,0,7.993253968253969,0,8560.0
doona!,Anas,0 days 02:18:08,0.0,0.0,7763.0,525.0,6,,,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,doona!,Doona!,[18],https://image.tmdb.org/t/p/w500/ukSHjdKVDZXckRq3J6TjRV4hDza.jpg,tv,8.3623,3,7.7,201,,1,['KR'],"['double life', 'celebrity', 'romance', 'college student', 'shared house', 'k-pop', 'loving', 'bittersweet', 'idol', 'based on webcomic or webtoon', 'youth']",-1,5,0,0,1,0,0,0,0,5.9865079365079366,0 days 00:23:01.333333333,,1,1,0,7.993253968253969,1,8288.0
a queda da casa de usher,Jose,0 days 02:16:21,0.0,4301.0,2111.0,1769.0,10,,,0,0,0,0,2,6,2,0,0,0,0,0,0,0,6,4,0,0,0,a queda da casa de usher,A Queda da Casa de Usher,"[9648, 18]",https://image.tmdb.org/t/p/w500/b5MzNAgs1baKi32ln3yQoaKIsgZ.jpg,tv,9.2764,3,7.554,774,,1,['US'],"['insanity', 'haunting', 'miniseries', 'mansion', 'gothic horror', 'madness', 'based on short story', 'ghost', 'mysterious death', 'pharmaceuticals company', 'supernatural power', 'secret', 'horror']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:13:38.100000,,1,0,0,7.993253968253969,1,8181.0
isso é um bolo? halloween,Anas,0 days 02:16:21,0.0,324.0,4131.0,3726.0,6,,,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,isso é um bolo? halloween,Isso é um Bolo? Halloween,[10764],https://image.tmdb.org/t/p/w500/ockSG8zafVMJllPGsKT3C4QyMDt.jpg,tv,2.007,1,6.8,7,,1,['US'],"['cake', 'baking competition']",-1,1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:22:43.500000,,1,0,0,7.993253968253969,0,8181.0
néro,Jose,0 days 02:16:10,0.0,0.0,0.0,8170.0,10,,,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,néro,Néro,"[18, 10759]",https://image.tmdb.org/t/p/w500/twNHmxeFkDEdGzYMeGTp9stoGUC.jpg,tv,6.8406,1,6.617,64,[61],1,['FR'],[],-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:13:37,,1,0,0,6.7136546968514175,1,8170.0
gilmore girls,Anas,0 days 02:14:42,4587.0,0.0,0.0,3495.0,6,,,0,0,2,2,1,1,0,0,0,0,0,0,0,4,2,0,0,0,0,gilmore girls,"Gilmore Girls: Tal Mãe, Tal Filha","[35, 18]",https://image.tmdb.org/t/p/w500/2PSVoTWWqJpUEkKcYsUwT1Yc0OV.jpg,tv,101.3251,26,7.898,1220,[44],7,['US'],"['grandparent grandchild relationship', 'small town', 'coffee', 'private school', 'ambition', 'middle class', 'high school', 'love', 'female protagonist', 'dating', 'single mother', 'mother daughter relationship']",-1,3,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:22:27,,1,0,0,7.993253968253969,1,8082.0
glass onion,Jose,0 days 02:14:20,0.0,0.0,0.0,8060.0,5,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,glass onion,Glass Onion: Um Mistério Knives Out,"[35, 80, 9648]",https://image.tmdb.org/t/p/w500/zQJcENHbZUpLQ8RKYt9wTzcXCwv.jpg,movie,10.64,4,7.036,6669,140,,['US'],"['detective', 'greece', 'investigation', 'mona lisa (la gioconda)', 'dark comedy', 'satire', 'sequel', 'murder', 'billionaire', 'whodunit', 'puzzle box', 'clue', 'identical twin', 'murder mystery', 'arrested development', 'closeted homosexual', 'covid-19', 'offbeat', 'witty', 'complicated']",-1,2,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:26:52,,0,0,0,7.790873015873016,0,8060.0
o mundo depois de nós,Jose,0 days 02:14:02,0.0,1109.0,0.0,6933.0,3,,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,o mundo depois de nós,O Mundo Depois de Nós,"[18, 9648, 53]",https://image.tmdb.org/t/p/w500/qwHZInQ0MBa1DxHV66ExCCUzBf5.jpg,movie,5.6347,3,6.376,3145,141,,['US'],"['based on novel or book', 'blackout', 'crisis', 'vacation', 'deer', 'apocalypse', 'armageddon', 'family', 'social issues', 'desperate', 'anxious', 'psychological', 'slow burn', 'house rental', 'disheartening', 'frightened', 'chilling']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:44:40.666666666,,0,0,0,7.746209050996285,1,8042.0
onze homens e um segredo,Léo,0 days 02:12:53,0.0,0.0,873.0,7100.0,5,,,0,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,onze homens e um segredo,Onze Homens e um Segredo,"[53, 80]",https://image.tmdb.org/t/p/w500/j9tyOPSdFUoaOuAcRTY5pHSZm8o.jpg,movie,10.7526,25,7.456,12408,117,,['US'],"['casino', 'pickpocket', 'heist', 'con artist', 'remake', 'caper', 'las vegas', 'inside man', 'security guard', 'ex-wife', 'ex-con', 'card dealer', 'explosives expert', 'security system', 'casino owner', 'professional thief', 'fight night', 'master plan', 'computer hacker', 'distractions', 'museum curator', 'casino vault', 'contortionist']",12,2,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:26:34.600000,,0,0,0,7.993253968253969,0,7973.0
era uma vez... um baile de natal,Anas,0 days 02:08:01,0.0,0.0,3873.0,3808.0,3,,,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,era uma vez... um baile de natal,Era Uma Vez... Um Baile de Natal,"[10749, 35]",https://image.tmdb.org/t/p/w500/zYuH2fThxpptDYAnEsL0nMHMPwI.jpg,movie,1.1027,2,6.1,29,86,,"['CA', 'US']","['christmas', 'cinderella story']",-1,-1,1,0,0,0,0,0,0,5.9865079365079366,0 days 00:42:40.333333333,,0,0,0,7.993253968253969,0,7681.0
